ordinal	row_id	manifest_exp_id	source_exp_id	source_method_id	canonical_method_id	method_display	case_id	short_case_id	variant	qpos_path	scene_xml	video_path	contact_mask_path	kin_ref_path	person_idx	hand_collision_variant_id	object_key	object_category	expected_quality	baseline_method_id	baseline_source_exp_id	baseline_variant	baseline_qpos_path	baseline_scene_xml	baseline_contact_mask_path	baseline_kin_ref_path	baseline_status	row_status	notes
135	E162_0135_E161_gateA_surfaceBandA2_postureRerankA_surfaceBandReleaseDecay_box023_person2	E161	E161	gateA+surfaceBand-A2+postureRerankA+surfaceBandReleaseDecay	E161_gateA_surfaceBandA2_postureRerankA_surfaceBandReleaseDecay	gateA+surfaceBand-A2+postureRerankA+surfaceBandReleaseDecay	box023_person2	box023_person2	E161_box023_person2_releaseDecay	workspace/core4d/results/E161/surface_release_ablation/cem/full/E161_box023_person2_releaseDecay_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E161/surface_release_ablation/cem/full/E161_box023_person2_releaseDecay_full.mp4	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	1	rubber_hull	box023	box	review	E147_spider_rubberhand	E147	E147_box023_person2_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	ok	ok	
136	E162_0136_E161_gateA_surfaceBandA2_postureRerankA_surfaceBandReleaseDecay_box004_082_p1	E161	E161	gateA+surfaceBand-A2+postureRerankA+surfaceBandReleaseDecay	E161_gateA_surfaceBandA2_postureRerankA_surfaceBandReleaseDecay	gateA+surfaceBand-A2+postureRerankA+surfaceBandReleaseDecay	e091_box004_20231003_2_082_p1	box004_082_p1	E161_box004_082_p1_releaseDecay	workspace/core4d/results/E161/surface_release_ablation/cem/full/E161_box004_082_p1_releaseDecay_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E161/surface_release_ablation/cem/full/E161_box004_082_p1_releaseDecay_full.mp4	workspace/core4d/results/E143/contact_masks/box004_082_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/0/trajectory_kinematic.npz	0	rubber_hull	box004	box	review	E147_spider_rubberhand	E147	E147_e091_box004_20231003_2_082_p1_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_082_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box004_082_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/0/trajectory_kinematic.npz	ok	ok	
137	E162_0137_E161_gateA_surfaceBandA2_postureRerankA_surfaceBandReleaseDecay_box026_139_p1	E161	E161	gateA+surfaceBand-A2+postureRerankA+surfaceBandReleaseDecay	E161_gateA_surfaceBandA2_postureRerankA_surfaceBandReleaseDecay	gateA+surfaceBand-A2+postureRerankA+surfaceBandReleaseDecay	e091_box026_20231023_139_p1	box026_139_p1	E161_box026_139_p1_releaseDecay	workspace/core4d/results/E161/surface_release_ablation/cem/full/E161_box026_139_p1_releaseDecay_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E161/surface_release_ablation/cem/full/E161_box026_139_p1_releaseDecay_full.mp4	workspace/core4d/results/E143/contact_masks/box026_139_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/0/trajectory_kinematic.npz	0	rubber_hull	box026	box	review	E147_spider_rubberhand							missing_e147_case	ok	
138	E162_0138_E161_gateA_surfaceBandA2_postureRerankA_surfaceBandStrictMask_box021_035_p1	E161	E161	gateA+surfaceBand-A2+postureRerankA+surfaceBandStrictMask	E161_gateA_surfaceBandA2_postureRerankA_surfaceBandStrictMask	gateA+surfaceBand-A2+postureRerankA+surfaceBandStrictMask	d003_box021_20231011_035_p1	box021_035_p1	E161_box021_035_p1_strictMask	workspace/core4d/results/E161/surface_release_ablation/cem/full/E161_box021_035_p1_strictMask_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E161/surface_release_ablation/cem/full/E161_box021_035_p1_strictMask_full.mp4	workspace/core4d/results/E143/contact_masks/box021_035_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/0/trajectory_kinematic.npz	0	rubber_hull	box021	box	review	E147_spider_rubberhand	E147	E147_d003_box021_20231011_035_p1_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box021_035_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/0/trajectory_kinematic.npz	ok	ok	
139	E162_0139_E161_gateA_surfaceBandA2_postureRerankA_surfaceBandStrictMask_box021_035_p2	E161	E161	gateA+surfaceBand-A2+postureRerankA+surfaceBandStrictMask	E161_gateA_surfaceBandA2_postureRerankA_surfaceBandStrictMask	gateA+surfaceBand-A2+postureRerankA+surfaceBandStrictMask	d003_box021_20231011_035_p2	box021_035_p2	E161_box021_035_p2_strictMask	workspace/core4d/results/E161/surface_release_ablation/cem/full/E161_box021_035_p2_strictMask_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p2_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E161/surface_release_ablation/cem/full/E161_box021_035_p2_strictMask_full.mp4	workspace/core4d/results/E143/contact_masks/box021_035_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p2_e107_clean/0/trajectory_kinematic.npz	1	rubber_hull	box021	box	review	E147_spider_rubberhand	E147	E147_d003_box021_20231011_035_p2_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p2_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box021_035_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p2_e107_clean/0/trajectory_kinematic.npz	ok	ok	
140	E162_0140_E161_gateA_surfaceBandA2_postureRerankA_surfaceBandStrictMask_box021_029_p2	E161	E161	gateA+surfaceBand-A2+postureRerankA+surfaceBandStrictMask	E161_gateA_surfaceBandA2_postureRerankA_surfaceBandStrictMask	gateA+surfaceBand-A2+postureRerankA+surfaceBandStrictMask	d003_box021_20231018_029_p2	box021_029_p2	E161_box021_029_p2_strictMask	workspace/core4d/results/E161/surface_release_ablation/cem/full/E161_box021_029_p2_strictMask_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E161/surface_release_ablation/cem/full/E161_box021_029_p2_strictMask_full.mp4	workspace/core4d/results/E143/contact_masks/box021_029_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/0/trajectory_kinematic.npz	1	rubber_hull	box021	box	review	E147_spider_rubberhand							missing_e147_case	ok	
141	E162_0141_E161_gateA_surfaceBandA2_postureRerankA_surfaceBandStrictMask_box004_083_p1	E161	E161	gateA+surfaceBand-A2+postureRerankA+surfaceBandStrictMask	E161_gateA_surfaceBandA2_postureRerankA_surfaceBandStrictMask	gateA+surfaceBand-A2+postureRerankA+surfaceBandStrictMask	e091_box004_20231003_2_083_p1	box004_083_p1	E161_box004_083_p1_strictMask	workspace/core4d/results/E161/surface_release_ablation/cem/full/E161_box004_083_p1_strictMask_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E161/surface_release_ablation/cem/full/E161_box004_083_p1_strictMask_full.mp4	workspace/core4d/results/E143/contact_masks/box004_083_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/0/trajectory_kinematic.npz	0	rubber_hull	box004	box	review	E147_spider_rubberhand	E147	E147_e091_box004_20231003_2_083_p1_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_083_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box004_083_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/0/trajectory_kinematic.npz	ok	ok	
142	E162_0142_E161_gateA_surfaceBandA2_postureRerankA_surfaceBandStrictMask_box004_083_p2	E161	E161	gateA+surfaceBand-A2+postureRerankA+surfaceBandStrictMask	E161_gateA_surfaceBandA2_postureRerankA_surfaceBandStrictMask	gateA+surfaceBand-A2+postureRerankA+surfaceBandStrictMask	e091_box004_20231003_2_083_p2	box004_083_p2	E161_box004_083_p2_strictMask	workspace/core4d/results/E161/surface_release_ablation/cem/full/E161_box004_083_p2_strictMask_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E161/surface_release_ablation/cem/full/E161_box004_083_p2_strictMask_full.mp4	workspace/core4d/results/E143/contact_masks/box004_083_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/0/trajectory_kinematic.npz	1	rubber_hull	box004	box	review	E147_spider_rubberhand							missing_e147_case	ok	
143	E162_0143_E161_gateA_surfaceBandA2_postureRerankA_surfaceBandStrictMask_box023_person2	E161	E161	gateA+surfaceBand-A2+postureRerankA+surfaceBandStrictMask	E161_gateA_surfaceBandA2_postureRerankA_surfaceBandStrictMask	gateA+surfaceBand-A2+postureRerankA+surfaceBandStrictMask	box023_person2	box023_person2	E161_box023_person2_strictMask	workspace/core4d/results/E161/surface_release_ablation/cem/full/E161_box023_person2_strictMask_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E161/surface_release_ablation/cem/full/E161_box023_person2_strictMask_full.mp4	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	1	rubber_hull	box023	box	review	E147_spider_rubberhand	E147	E147_box023_person2_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	ok	ok	
144	E162_0144_E161_gateA_surfaceBandA2_postureRerankA_surfaceBandStrictMask_box004_082_p1	E161	E161	gateA+surfaceBand-A2+postureRerankA+surfaceBandStrictMask	E161_gateA_surfaceBandA2_postureRerankA_surfaceBandStrictMask	gateA+surfaceBand-A2+postureRerankA+surfaceBandStrictMask	e091_box004_20231003_2_082_p1	box004_082_p1	E161_box004_082_p1_strictMask	workspace/core4d/results/E161/surface_release_ablation/cem/full/E161_box004_082_p1_strictMask_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E161/surface_release_ablation/cem/full/E161_box004_082_p1_strictMask_full.mp4	workspace/core4d/results/E143/contact_masks/box004_082_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/0/trajectory_kinematic.npz	0	rubber_hull	box004	box	review	E147_spider_rubberhand	E147	E147_e091_box004_20231003_2_082_p1_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_082_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box004_082_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/0/trajectory_kinematic.npz	ok	ok	
145	E162_0145_E161_gateA_surfaceBandA2_postureRerankA_surfaceBandStrictMask_box026_139_p1	E161	E161	gateA+surfaceBand-A2+postureRerankA+surfaceBandStrictMask	E161_gateA_surfaceBandA2_postureRerankA_surfaceBandStrictMask	gateA+surfaceBand-A2+postureRerankA+surfaceBandStrictMask	e091_box026_20231023_139_p1	box026_139_p1	E161_box026_139_p1_strictMask	workspace/core4d/results/E161/surface_release_ablation/cem/full/E161_box026_139_p1_strictMask_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E161/surface_release_ablation/cem/full/E161_box026_139_p1_strictMask_full.mp4	workspace/core4d/results/E143/contact_masks/box026_139_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/0/trajectory_kinematic.npz	0	rubber_hull	box026	box	review	E147_spider_rubberhand							missing_e147_case	ok	
146	E162_0146_E153_baseline_box021_029_p2	E153	E148	baseline	E153_baseline	baseline	d003_box021_20231018_029_p2	box021_029_p2	E153_box021_029_p2_baseline	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box021_029_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/scene_act_E148_rubber_hull.xml		workspace/core4d/results/E143/contact_masks/box021_029_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/0/trajectory_kinematic.npz	1	rubber_hull	box021	box		E147_spider_rubberhand							missing_e147_case	ok	reconstructed_from_E153_evaluator
147	E162_0147_E153_b1_box021_029_p2	E153	E151	b1	E153_b1	b1	d003_box021_20231018_029_p2	box021_029_p2	E153_box021_029_p2_b1	workspace/core4d/results/E151/route_b_hand_surface_contact/cem/full/E151_box021_029_p2_b1_mesh_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/scene_act_E148_rubber_hull.xml		workspace/core4d/results/E143/contact_masks/box021_029_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/0/trajectory_kinematic.npz	1	rubber_hull	box021	box		E147_spider_rubberhand							missing_e147_case	ok	reconstructed_from_E153_evaluator
148	E162_0148_E153_gateA_b1_sdf005_v05_box021_029_p2	E153	E153	gateA_b1_sdf005_v05	E153_gateA_b1_sdf005_v05	gateA_b1_sdf005_v05	d003_box021_20231018_029_p2	box021_029_p2	E153_box021_029_p2_gateA_b1_sdf005_v05	workspace/core4d/results/E153/gate_threshold_sweep/cem/full/E153_box021_029_p2_gateA_b1_sdf005_v05_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E153/gate_threshold_sweep/cem/full/E153_box021_029_p2_gateA_b1_sdf005_v05_full.mp4	workspace/core4d/results/E143/contact_masks/box021_029_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/0/trajectory_kinematic.npz	1	rubber_hull	box021	box		E147_spider_rubberhand							missing_e147_case	ok	reconstructed_from_E153_grid
149	E162_0149_E153_gateA_b1_sdf005_v10_box021_029_p2	E153	E153	gateA_b1_sdf005_v10	E153_gateA_b1_sdf005_v10	gateA_b1_sdf005_v10	d003_box021_20231018_029_p2	box021_029_p2	E153_box021_029_p2_gateA_b1_sdf005_v10	workspace/core4d/results/E153/gate_threshold_sweep/cem/full/E153_box021_029_p2_gateA_b1_sdf005_v10_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E153/gate_threshold_sweep/cem/full/E153_box021_029_p2_gateA_b1_sdf005_v10_full.mp4	workspace/core4d/results/E143/contact_masks/box021_029_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/0/trajectory_kinematic.npz	1	rubber_hull	box021	box		E147_spider_rubberhand							missing_e147_case	ok	reconstructed_from_E153_grid
150	E162_0150_E153_gateA_b1_sdf010_v05_box021_029_p2	E153	E153	gateA_b1_sdf010_v05	E153_gateA_b1_sdf010_v05	gateA_b1_sdf010_v05	d003_box021_20231018_029_p2	box021_029_p2	E153_box021_029_p2_gateA_b1_sdf010_v05	workspace/core4d/results/E153/gate_threshold_sweep/cem/full/E153_box021_029_p2_gateA_b1_sdf010_v05_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E153/gate_threshold_sweep/cem/full/E153_box021_029_p2_gateA_b1_sdf010_v05_full.mp4	workspace/core4d/results/E143/contact_masks/box021_029_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/0/trajectory_kinematic.npz	1	rubber_hull	box021	box		E147_spider_rubberhand							missing_e147_case	ok	reconstructed_from_E153_grid
151	E162_0151_E153_gateA_b1_sdf010_v10_box021_029_p2	E153	E153	gateA_b1_sdf010_v10	E153_gateA_b1_sdf010_v10	gateA_b1_sdf010_v10	d003_box021_20231018_029_p2	box021_029_p2	E153_box021_029_p2_gateA_b1_sdf010_v10	workspace/core4d/results/E153/gate_threshold_sweep/cem/full/E153_box021_029_p2_gateA_b1_sdf010_v10_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E153/gate_threshold_sweep/cem/full/E153_box021_029_p2_gateA_b1_sdf010_v10_full.mp4	workspace/core4d/results/E143/contact_masks/box021_029_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/0/trajectory_kinematic.npz	1	rubber_hull	box021	box		E147_spider_rubberhand							missing_e147_case	ok	reconstructed_from_E153_grid
152	E162_0152_E153_gateA_b1_sdf015_v05_box021_029_p2	E153	E153	gateA_b1_sdf015_v05	E153_gateA_b1_sdf015_v05	gateA_b1_sdf015_v05	d003_box021_20231018_029_p2	box021_029_p2	E153_box021_029_p2_gateA_b1_sdf015_v05	workspace/core4d/results/E153/gate_threshold_sweep/cem/full/E153_box021_029_p2_gateA_b1_sdf015_v05_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E153/gate_threshold_sweep/cem/full/E153_box021_029_p2_gateA_b1_sdf015_v05_full.mp4	workspace/core4d/results/E143/contact_masks/box021_029_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/0/trajectory_kinematic.npz	1	rubber_hull	box021	box		E147_spider_rubberhand							missing_e147_case	ok	reconstructed_from_E153_grid
153	E162_0153_E153_gateA_b1_sdf015_v10_box021_029_p2	E153	E153	gateA_b1_sdf015_v10	E153_gateA_b1_sdf015_v10	gateA_b1_sdf015_v10	d003_box021_20231018_029_p2	box021_029_p2	E153_box021_029_p2_gateA_b1_sdf015_v10	workspace/core4d/results/E153/gate_threshold_sweep/cem/full/E153_box021_029_p2_gateA_b1_sdf015_v10_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E153/gate_threshold_sweep/cem/full/E153_box021_029_p2_gateA_b1_sdf015_v10_full.mp4	workspace/core4d/results/E143/contact_masks/box021_029_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/0/trajectory_kinematic.npz	1	rubber_hull	box021	box		E147_spider_rubberhand							missing_e147_case	ok	reconstructed_from_E153_grid
154	E162_0154_E153_baseline_box004_083_p2	E153	E148	baseline	E153_baseline	baseline	e091_box004_20231003_2_083_p2	box004_083_p2	E153_box004_083_p2_baseline	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box004_083_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene_act_E148_rubber_hull.xml		workspace/core4d/results/E143/contact_masks/box004_083_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/0/trajectory_kinematic.npz	1	rubber_hull	box004	box		E147_spider_rubberhand							missing_e147_case	ok	reconstructed_from_E153_evaluator
155	E162_0155_E153_b1_box004_083_p2	E153	E151	b1	E153_b1	b1	e091_box004_20231003_2_083_p2	box004_083_p2	E153_box004_083_p2_b1	workspace/core4d/results/E151/route_b_hand_surface_contact/cem/full/E151_box004_083_p2_b1_mesh_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene_act_E148_rubber_hull.xml		workspace/core4d/results/E143/contact_masks/box004_083_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/0/trajectory_kinematic.npz	1	rubber_hull	box004	box		E147_spider_rubberhand							missing_e147_case	ok	reconstructed_from_E153_evaluator
156	E162_0156_E153_gateA_b1_sdf005_v05_box004_083_p2	E153	E153	gateA_b1_sdf005_v05	E153_gateA_b1_sdf005_v05	gateA_b1_sdf005_v05	e091_box004_20231003_2_083_p2	box004_083_p2	E153_box004_083_p2_gateA_b1_sdf005_v05	workspace/core4d/results/E153/gate_threshold_sweep/cem/full/E153_box004_083_p2_gateA_b1_sdf005_v05_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E153/gate_threshold_sweep/cem/full/E153_box004_083_p2_gateA_b1_sdf005_v05_full.mp4	workspace/core4d/results/E143/contact_masks/box004_083_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/0/trajectory_kinematic.npz	1	rubber_hull	box004	box		E147_spider_rubberhand							missing_e147_case	ok	reconstructed_from_E153_grid
157	E162_0157_E153_gateA_b1_sdf005_v10_box004_083_p2	E153	E153	gateA_b1_sdf005_v10	E153_gateA_b1_sdf005_v10	gateA_b1_sdf005_v10	e091_box004_20231003_2_083_p2	box004_083_p2	E153_box004_083_p2_gateA_b1_sdf005_v10	workspace/core4d/results/E153/gate_threshold_sweep/cem/full/E153_box004_083_p2_gateA_b1_sdf005_v10_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E153/gate_threshold_sweep/cem/full/E153_box004_083_p2_gateA_b1_sdf005_v10_full.mp4	workspace/core4d/results/E143/contact_masks/box004_083_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/0/trajectory_kinematic.npz	1	rubber_hull	box004	box		E147_spider_rubberhand							missing_e147_case	ok	reconstructed_from_E153_grid
158	E162_0158_E153_gateA_b1_sdf010_v05_box004_083_p2	E153	E153	gateA_b1_sdf010_v05	E153_gateA_b1_sdf010_v05	gateA_b1_sdf010_v05	e091_box004_20231003_2_083_p2	box004_083_p2	E153_box004_083_p2_gateA_b1_sdf010_v05	workspace/core4d/results/E153/gate_threshold_sweep/cem/full/E153_box004_083_p2_gateA_b1_sdf010_v05_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E153/gate_threshold_sweep/cem/full/E153_box004_083_p2_gateA_b1_sdf010_v05_full.mp4	workspace/core4d/results/E143/contact_masks/box004_083_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/0/trajectory_kinematic.npz	1	rubber_hull	box004	box		E147_spider_rubberhand							missing_e147_case	ok	reconstructed_from_E153_grid
